Company,Agent ID,Agent Name,Call ID,Customer ID,Call Start Time,Call End Time,Call Duration (seconds),Timestamp,Call Status,Call Type,Language,Region,Queue Name,Resolution Status,Hold Time (seconds),Talk Time (seconds),Wrap-up Time (seconds)
CloudTech,Unknown,Unknown,CALL-100132,CUST-1560,2026-07-04 16:05:34,2026-07-04 16:05:43,9,2026-07-04 16:05:34,Missed,Inbound,Hindi,West,Account Queries,Unresolved,0,0,0
BioHealth,B202,Evan Wright,CALL-100133,CUST-8002,2026-07-18 12:29:23,2026-07-18 12:31:18,115,2026-07-18 12:29:23,Answered,Outbound,Spanish,Central,Billing,Unresolved,2,109,4
BioHealth,Unknown,Unknown,CALL-100134,CUST-6901,2026-07-18 19:17:09,2026-07-18 19:17:35,26,2026-07-18 19:17:09,Missed,Inbound,French,North,General Sales,Unresolved,0,0,0
AeroCorp,A102,Bob Johnson,CALL-100135,CUST-3964,2026-07-16 14:51:02,2026-07-16 14:51:19,17,2026-07-16 14:51:02,Dropped,Outbound,Hindi,Central,Account Queries,Unresolved,0,0,0
BioHealth,B201,Diana Prince,CALL-100136,CUST-6947,2026-07-15 19:59:11,2026-07-15 19:59:28,17,2026-07-15 19:59:11,Dropped,Inbound,Hindi,West,Tech Support,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-100137,CUST-2179,2026-07-02 13:18:30,2026-07-02 13:23:09,279,2026-07-02 13:18:30,Answered,Outbound,German,East,Tech Support,Resolved,9,188,82
CloudTech,C303,Ian Malcolm,CALL-100138,CUST-4302,2026-07-16 13:32:03,2026-07-16 13:34:49,166,2026-07-16 13:32:03,Answered,Inbound,French,West,Billing,Resolved,3,159,4
BioHealth,B203,Fiona Gallagher,CALL-100139,CUST-8638,2026-07-05 16:34:06,2026-07-05 16:37:38,212,2026-07-05 16:34:06,Answered,Inbound,German,Central,Billing,Resolved,2,205,5
BioHealth,B203,Fiona Gallagher,CALL-100140,CUST-5798,2026-07-05 07:20:25,2026-07-05 07:24:46,261,2026-07-05 07:20:25,Answered,Outbound,English,East,Account Queries,Resolved,24,173,64
EcoEnergy,E503,Oliver Queen,CALL-100141,CUST-1016,2026-07-21 10:03:33,2026-07-21 10:05:31,118,2026-07-21 10:03:33,Answered,Outbound,English,Central,Tech Support,Unresolved,9,97,12
AeroCorp,A101,Alice Smith,CALL-100142,CUST-3247,2026-07-01 15:47:28,2026-07-01 15:49:25,117,2026-07-01 15:47:28,Answered,Outbound,Spanish,South,Billing,Unresolved,4,83,30
AeroCorp,A103,Charlie Brown,CALL-100143,CUST-8650,2026-07-17 05:23:44,2026-07-17 05:26:41,177,2026-07-17 05:23:44,Answered,Outbound,Spanish,Central,Account Queries,Unresolved,10,166,1
AeroCorp,A101,Alice Smith,CALL-100144,CUST-9964,2026-07-20 14:57:30,2026-07-20 15:01:18,228,2026-07-20 14:57:30,Answered,Inbound,Hindi,East,Tech Support,Resolved,22,185,21
BioHealth,B202,Evan Wright,CALL-100145,CUST-9569,2026-07-15 05:27:16,2026-07-15 05:29:16,120,2026-07-15 05:27:16,Answered,Outbound,English,North,Tech Support,Resolved,14,104,2
BioHealth,B202,Evan Wright,CALL-100146,CUST-8569,2026-07-21 06:26:39,2026-07-21 06:29:59,200,2026-07-21 06:26:39,Answered,Inbound,Spanish,South,Billing,Resolved,37,149,14
AeroCorp,A101,Alice Smith,CALL-100147,CUST-6341,2026-07-08 09:59:57,2026-07-08 10:03:30,213,2026-07-08 09:59:57,Answered,Outbound,Hindi,East,Account Queries,Resolved,4,166,43
AeroCorp,A101,Alice Smith,CALL-100148,CUST-9789,2026-07-15 07:12:20,2026-07-15 07:12:38,18,2026-07-15 07:12:20,Dropped,Outbound,Spanish,West,Account Queries,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-100149,CUST-2724,2026-07-13 06:28:20,2026-07-13 06:31:20,180,2026-07-13 06:28:20,Answered,Outbound,Spanish,Central,Tech Support,Unresolved,3,163,14
AeroCorp,A103,Charlie Brown,CALL-100150,CUST-6343,2026-07-19 06:29:38,2026-07-19 06:33:31,233,2026-07-19 06:29:38,Answered,Outbound,English,East,Account Queries,Unresolved,8,192,33
BioHealth,B202,Evan Wright,CALL-100151,CUST-4083,2026-07-11 08:20:45,2026-07-11 08:23:08,143,2026-07-11 08:20:45,Answered,Inbound,Hindi,South,Billing,Resolved,6,107,30
AeroCorp,A102,Bob Johnson,CALL-100152,CUST-2013,2026-07-14 14:52:56,2026-07-14 14:56:38,222,2026-07-14 14:52:56,Answered,Outbound,French,West,Billing,Resolved,27,193,2
CloudTech,C302,Hannah Abbott,CALL-100153,CUST-4586,2026-07-05 13:53:39,2026-07-05 13:53:55,16,2026-07-05 13:53:39,Answered,Inbound,French,North,Tech Support,Resolved,2,10,4
EcoEnergy,E502,Nathan Drake,CALL-100154,CUST-1867,2026-07-20 11:23:33,2026-07-20 11:27:41,248,2026-07-20 11:23:33,Answered,Inbound,Hindi,West,Billing,Resolved,0,245,3
CloudTech,C301,George Clark,CALL-100155,CUST-2283,2026-07-04 06:48:54,2026-07-04 06:51:00,126,2026-07-04 06:48:54,Answered,Inbound,French,North,Billing,Unresolved,0,94,32
DeltaFinance,D403,Leo Fitz,CALL-100156,CUST-4920,2026-07-15 09:13:59,2026-07-15 09:16:50,171,2026-07-15 09:13:59,Answered,Inbound,German,North,Billing,Resolved,13,150,8
CloudTech,C301,George Clark,CALL-100157,CUST-4331,2026-07-19 18:41:34,2026-07-19 18:43:57,143,2026-07-19 18:41:34,Answered,Outbound,German,South,Account Queries,Unresolved,27,112,4
BioHealth,B203,Fiona Gallagher,CALL-100158,CUST-5998,2026-07-01 15:35:05,2026-07-01 15:39:02,237,2026-07-01 15:35:05,Answered,Inbound,Hindi,West,Billing,Resolved,2,223,12
CloudTech,Unknown,Unknown,CALL-100159,CUST-6347,2026-07-14 07:15:15,2026-07-14 07:15:32,17,2026-07-14 07:15:15,Missed,Inbound,English,West,Tech Support,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-100160,CUST-3539,2026-07-11 06:03:49,2026-07-11 06:07:12,203,2026-07-11 06:03:49,Answered,Inbound,German,West,Billing,Resolved,34,169,0
AeroCorp,A101,Alice Smith,CALL-100161,CUST-7633,2026-07-21 08:02:22,2026-07-21 08:05:43,201,2026-07-21 08:02:22,Answered,Inbound,German,South,Account Queries,Resolved,9,184,8
AeroCorp,A103,Charlie Brown,CALL-100162,CUST-2537,2026-07-01 11:33:27,2026-07-01 11:37:20,233,2026-07-01 11:33:27,Answered,Inbound,English,South,Billing,Resolved,18,200,15
AeroCorp,A102,Bob Johnson,CALL-100163,CUST-6774,2026-07-10 10:47:50,2026-07-10 10:52:25,275,2026-07-10 10:47:50,Answered,Inbound,German,North,Account Queries,Resolved,0,263,12
EcoEnergy,E503,Oliver Queen,CALL-100164,CUST-2577,2026-07-20 16:26:40,2026-07-20 16:30:11,211,2026-07-20 16:26:40,Answered,Outbound,French,East,Tech Support,Resolved,12,183,16
DeltaFinance,D403,Leo Fitz,CALL-100165,CUST-8239,2026-07-06 09:22:24,2026-07-06 09:25:01,157,2026-07-06 09:22:24,Answered,Inbound,French,North,Tech Support,Resolved,8,148,1
AeroCorp,A103,Charlie Brown,CALL-100166,CUST-2898,2026-07-15 17:39:17,2026-07-15 17:42:16,179,2026-07-15 17:39:17,Answered,Inbound,Spanish,East,Billing,Unresolved,23,149,7
AeroCorp,A101,Alice Smith,CALL-100167,CUST-5364,2026-07-08 16:59:47,2026-07-08 17:04:10,263,2026-07-08 16:59:47,Answered,Inbound,German,Central,Billing,Resolved,14,181,68
BioHealth,B202,Evan Wright,CALL-100168,CUST-1645,2026-07-05 11:32:03,2026-07-05 11:36:54,291,2026-07-05 11:32:03,Answered,Outbound,English,Central,Account Queries,Resolved,1,264,26
CloudTech,C301,George Clark,CALL-100169,CUST-2715,2026-07-11 16:43:43,2026-07-11 16:47:17,214,2026-07-11 16:43:43,Answered,Inbound,English,South,Tech Support,Resolved,25,184,5
BioHealth,B201,Diana Prince,CALL-100170,CUST-9915,2026-07-19 10:57:10,2026-07-19 11:01:54,284,2026-07-19 10:57:10,Answered,Inbound,Spanish,East,Tech Support,Resolved,6,242,36
EcoEnergy,E502,Nathan Drake,CALL-100171,CUST-1948,2026-07-02 08:55:27,2026-07-02 08:59:08,221,2026-07-02 08:55:27,Answered,Inbound,Spanish,Central,Tech Support,Resolved,15,166,40
DeltaFinance,Unknown,Unknown,CALL-100172,CUST-8418,2026-07-04 16:38:08,2026-07-04 16:38:30,22,2026-07-04 16:38:08,Missed,Inbound,English,East,Billing,Unresolved,0,0,0
CloudTech,Unknown,Unknown,CALL-100173,CUST-9472,2026-07-02 10:37:13,2026-07-02 10:37:20,7,2026-07-02 10:37:13,Missed,Inbound,Spanish,East,Account Queries,Unresolved,0,0,0
BioHealth,Unknown,Unknown,CALL-100174,CUST-2531,2026-07-16 14:45:50,2026-07-16 14:46:14,24,2026-07-16 14:45:50,Missed,Inbound,English,Central,General Sales,Unresolved,0,0,0
CloudTech,C303,Ian Malcolm,CALL-100175,CUST-2762,2026-07-20 06:37:52,2026-07-20 06:40:20,148,2026-07-20 06:37:52,Answered,Inbound,Spanish,North,Tech Support,Resolved,4,144,0
AeroCorp,A103,Charlie Brown,CALL-100176,CUST-4198,2026-07-14 14:03:58,2026-07-14 14:04:11,13,2026-07-14 14:03:58,Dropped,Outbound,English,Central,Account Queries,Unresolved,0,0,0
EcoEnergy,E502,Nathan Drake,CALL-100177,CUST-4516,2026-07-17 08:11:34,2026-07-17 08:13:36,122,2026-07-17 08:11:34,Answered,Outbound,German,Central,Tech Support,Resolved,12,106,4
AeroCorp,A103,Charlie Brown,CALL-100178,CUST-7748,2026-07-17 05:31:00,2026-07-17 05:35:36,276,2026-07-17 05:31:00,Answered,Inbound,Spanish,North,Billing,Resolved,1,227,48
EcoEnergy,E503,Oliver Queen,CALL-100179,CUST-5005,2026-07-06 12:28:50,2026-07-06 12:31:56,186,2026-07-06 12:28:50,Answered,Inbound,Spanish,South,General Sales,Escalated,1,164,21
AeroCorp,A102,Bob Johnson,CALL-100180,CUST-3800,2026-07-17 04:05:25,2026-07-17 04:05:39,14,2026-07-17 04:05:25,Dropped,Inbound,English,North,Tech Support,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-100181,CUST-5697,2026-07-03 10:19:55,2026-07-03 10:20:59,64,2026-07-03 10:19:55,Answered,Inbound,French,West,Tech Support,Unresolved,28,35,1
EcoEnergy,E501,Molly Hooper,CALL-100182,CUST-2517,2026-07-17 07:41:42,2026-07-17 07:46:12,270,2026-07-17 07:41:42,Answered,Inbound,German,North,Account Queries,Unresolved,25,230,15
CloudTech,C303,Ian Malcolm,CALL-100183,CUST-7246,2026-07-13 17:44:00,2026-07-13 17:47:19,199,2026-07-13 17:44:00,Answered,Outbound,English,Central,Tech Support,Resolved,32,145,22
DeltaFinance,D402,Karen Page,CALL-100184,CUST-2774,2026-07-05 00:26:45,2026-07-05 00:31:23,278,2026-07-05 00:26:45,Answered,Inbound,Hindi,West,Tech Support,Resolved,0,276,2
DeltaFinance,D401,Jack Ryan,CALL-100185,CUST-5658,2026-07-01 09:50:14,2026-07-01 09:54:42,268,2026-07-01 09:50:14,Answered,Inbound,Hindi,Central,Billing,Unresolved,15,233,20
AeroCorp,A101,Alice Smith,CALL-100186,CUST-8980,2026-07-07 16:19:05,2026-07-07 16:20:57,112,2026-07-07 16:19:05,Answered,Outbound,Spanish,East,Tech Support,Resolved,1,111,0
BioHealth,B201,Diana Prince,CALL-100187,CUST-3120,2026-07-21 15:30:24,2026-07-21 15:34:21,237,2026-07-21 15:30:24,Answered,Inbound,German,East,General Sales,Resolved,28,186,23
EcoEnergy,Unknown,Unknown,CALL-100188,CUST-2141,2026-07-12 15:02:02,2026-07-12 15:02:29,27,2026-07-12 15:02:02,Missed,Outbound,Hindi,East,General Sales,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-100189,CUST-2829,2026-07-07 11:27:36,2026-07-07 11:31:01,205,2026-07-07 11:27:36,Answered,Inbound,Spanish,East,General Sales,Resolved,21,170,14
EcoEnergy,E502,Nathan Drake,CALL-100190,CUST-5652,2026-07-16 07:11:37,2026-07-16 07:15:17,220,2026-07-16 07:11:37,Answered,Inbound,Spanish,East,General Sales,Resolved,2,205,13
DeltaFinance,D402,Karen Page,CALL-100191,CUST-7789,2026-07-14 03:26:41,2026-07-14 03:29:13,152,2026-07-14 03:26:41,Answered,Inbound,German,West,General Sales,Resolved,2,114,36
DeltaFinance,D402,Karen Page,CALL-100192,CUST-3352,2026-07-09 22:12:58,2026-07-09 22:13:15,17,2026-07-09 22:12:58,Dropped,Inbound,German,West,Tech Support,Unresolved,0,0,0
EcoEnergy,E502,Nathan Drake,CALL-100193,CUST-1138,2026-07-13 14:58:22,2026-07-13 15:01:27,185,2026-07-13 14:58:22,Answered,Inbound,German,West,Account Queries,Resolved,4,177,4
DeltaFinance,D403,Leo Fitz,CALL-100194,CUST-3567,2026-07-01 12:23:34,2026-07-01 12:27:26,232,2026-07-01 12:23:34,Answered,Outbound,Spanish,South,Tech Support,Resolved,3,222,7
DeltaFinance,D401,Jack Ryan,CALL-100195,CUST-1475,2026-07-17 14:53:18,2026-07-17 14:57:30,252,2026-07-17 14:53:18,Answered,Inbound,Spanish,Central,General Sales,Resolved,13,231,8
EcoEnergy,E501,Molly Hooper,CALL-100196,CUST-8166,2026-07-20 10:57:11,2026-07-20 10:57:31,20,2026-07-20 10:57:11,Dropped,Outbound,French,West,Account Queries,Unresolved,0,0,0
BioHealth,B202,Evan Wright,CALL-100197,CUST-1364,2026-07-11 07:23:22,2026-07-11 07:28:53,331,2026-07-11 07:23:22,Answered,Inbound,French,East,General Sales,Resolved,10,243,78
CloudTech,C303,Ian Malcolm,CALL-100198,CUST-8661,2026-07-09 05:44:16,2026-07-09 05:47:40,204,2026-07-09 05:44:16,Answered,Inbound,German,Central,General Sales,Resolved,4,193,7
EcoEnergy,E503,Oliver Queen,CALL-100199,CUST-8470,2026-07-16 14:21:28,2026-07-16 14:26:38,310,2026-07-16 14:21:28,Answered,Outbound,English,East,Billing,Resolved,11,265,34
CloudTech,C303,Ian Malcolm,CALL-100200,CUST-9068,2026-07-18 13:48:39,2026-07-18 13:53:52,313,2026-07-18 13:48:39,Answered,Inbound,German,Central,Account Queries,Unresolved,20,258,35
DeltaFinance,D401,Jack Ryan,CALL-100201,CUST-3130,2026-07-01 15:01:39,2026-07-01 15:05:30,231,2026-07-01 15:01:39,Answered,Outbound,German,South,Tech Support,Resolved,4,208,19
CloudTech,Unknown,Unknown,CALL-100202,CUST-2497,2026-07-16 13:16:54,2026-07-16 13:17:04,10,2026-07-16 13:16:54,Missed,Inbound,Hindi,West,Billing,Unresolved,0,0,0
EcoEnergy,E503,Oliver Queen,CALL-100203,CUST-3368,2026-07-02 08:07:22,2026-07-02 08:07:48,26,2026-07-02 08:07:22,Dropped,Inbound,German,Central,General Sales,Unresolved,0,0,0
AeroCorp,A101,Alice Smith,CALL-100204,CUST-6575,2026-07-21 03:18:52,2026-07-21 03:20:28,96,2026-07-21 03:18:52,Answered,Outbound,Hindi,South,Account Queries,Unresolved,3,68,25
DeltaFinance,D402,Karen Page,CALL-100205,CUST-8758,2026-07-14 10:45:51,2026-07-14 10:48:24,153,2026-07-14 10:45:51,Answered,Inbound,Spanish,South,Tech Support,Unresolved,12,138,3
AeroCorp,A103,Charlie Brown,CALL-100206,CUST-6951,2026-07-17 11:25:17,2026-07-17 11:30:26,309,2026-07-17 11:25:17,Answered,Outbound,French,Central,Tech Support,Resolved,0,273,36
EcoEnergy,Unknown,Unknown,CALL-100207,CUST-3224,2026-07-01 06:08:26,2026-07-01 06:08:48,22,2026-07-01 06:08:26,Missed,Inbound,German,East,General Sales,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-100208,CUST-9043,2026-07-05 06:22:25,2026-07-05 06:25:06,161,2026-07-05 06:22:25,Answered,Outbound,English,Central,Account Queries,Unresolved,27,129,5
CloudTech,C301,George Clark,CALL-100209,CUST-4374,2026-07-04 14:29:08,2026-07-04 14:32:47,219,2026-07-04 14:29:08,Answered,Outbound,English,West,General Sales,Resolved,15,204,0
BioHealth,Unknown,Unknown,CALL-100210,CUST-5424,2026-07-03 09:59:06,2026-07-03 09:59:23,17,2026-07-03 09:59:06,Missed,Inbound,Hindi,West,Account Queries,Unresolved,0,0,0
CloudTech,C302,Hannah Abbott,CALL-100211,CUST-1234,2026-07-01 15:22:44,2026-07-01 15:27:59,315,2026-07-01 15:22:44,Answered,Inbound,English,West,Account Queries,Resolved,40,202,73
CloudTech,C301,George Clark,CALL-100212,CUST-1674,2026-07-17 06:09:52,2026-07-17 06:12:25,153,2026-07-17 06:09:52,Answered,Outbound,French,North,Billing,Resolved,0,144,9
AeroCorp,A103,Charlie Brown,CALL-100213,CUST-7091,2026-07-15 08:11:53,2026-07-15 08:15:45,232,2026-07-15 08:11:53,Answered,Outbound,French,North,Billing,Resolved,31,173,28
CloudTech,C302,Hannah Abbott,CALL-100214,CUST-4709,2026-07-21 05:46:29,2026-07-21 05:49:15,166,2026-07-21 05:46:29,Answered,Inbound,French,South,Tech Support,Resolved,8,150,8
DeltaFinance,Unknown,Unknown,CALL-100215,CUST-9835,2026-07-21 13:06:35,2026-07-21 13:06:50,15,2026-07-21 13:06:35,Missed,Inbound,English,North,Account Queries,Unresolved,0,0,0
CloudTech,C301,George Clark,CALL-100216,CUST-7683,2026-07-09 17:33:27,2026-07-09 17:36:57,210,2026-07-09 17:33:27,Answered,Inbound,Hindi,West,General Sales,Resolved,16,189,5
AeroCorp,Unknown,Unknown,CALL-100217,CUST-7599,2026-07-12 12:56:25,2026-07-12 12:56:48,23,2026-07-12 12:56:25,Missed,Inbound,German,East,Tech Support,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-100218,CUST-8763,2026-07-11 08:48:46,2026-07-11 08:49:15,29,2026-07-11 08:48:46,Dropped,Inbound,Hindi,North,Billing,Unresolved,0,0,0
DeltaFinance,D401,Jack Ryan,CALL-100219,CUST-2932,2026-07-11 04:32:49,2026-07-11 04:36:55,246,2026-07-11 04:32:49,Answered,Outbound,Hindi,South,Billing,Escalated,6,181,59
CloudTech,C302,Hannah Abbott,CALL-100220,CUST-3743,2026-07-06 10:43:44,2026-07-06 10:48:14,270,2026-07-06 10:43:44,Answered,Outbound,Spanish,West,Account Queries,Escalated,59,206,5
CloudTech,C302,Hannah Abbott,CALL-100221,CUST-2296,2026-07-12 08:24:17,2026-07-12 08:29:12,295,2026-07-12 08:24:17,Answered,Inbound,German,East,General Sales,Resolved,14,202,79
CloudTech,C303,Ian Malcolm,CALL-100222,CUST-7236,2026-07-21 18:33:54,2026-07-21 18:36:24,150,2026-07-21 18:33:54,Answered,Outbound,Hindi,West,Billing,Unresolved,22,116,12
DeltaFinance,D401,Jack Ryan,CALL-100223,CUST-5967,2026-07-05 01:36:27,2026-07-05 01:36:42,15,2026-07-05 01:36:27,Dropped,Inbound,Hindi,Central,Account Queries,Unresolved,0,0,0
BioHealth,B203,Fiona Gallagher,CALL-100224,CUST-3176,2026-07-08 15:21:36,2026-07-08 15:24:24,168,2026-07-08 15:21:36,Answered,Inbound,Hindi,East,General Sales,Escalated,33,135,0
AeroCorp,Unknown,Unknown,CALL-100225,CUST-5369,2026-07-07 09:19:19,2026-07-07 09:19:40,21,2026-07-07 09:19:19,Missed,Outbound,Hindi,East,Billing,Unresolved,0,0,0
EcoEnergy,Unknown,Unknown,CALL-100226,CUST-4786,2026-07-20 12:17:03,2026-07-20 12:17:20,17,2026-07-20 12:17:03,Missed,Outbound,French,West,General Sales,Unresolved,0,0,0
AeroCorp,Unknown,Unknown,CALL-100227,CUST-1660,2026-07-05 04:16:21,2026-07-05 04:16:29,8,2026-07-05 04:16:21,Missed,Inbound,Spanish,Central,Account Queries,Unresolved,0,0,0
CloudTech,Unknown,Unknown,CALL-100228,CUST-3179,2026-07-19 08:59:06,2026-07-19 08:59:18,12,2026-07-19 08:59:06,Missed,Outbound,German,Central,Billing,Unresolved,0,0,0
BioHealth,B203,Fiona Gallagher,CALL-100229,CUST-4607,2026-07-18 07:28:07,2026-07-18 07:29:31,84,2026-07-18 07:28:07,Answered,Inbound,French,Central,Billing,Unresolved,28,23,33
BioHealth,B203,Fiona Gallagher,CALL-100230,CUST-9891,2026-07-02 16:22:52,2026-07-02 16:26:05,193,2026-07-02 16:22:52,Answered,Inbound,German,North,Tech Support,Unresolved,0,191,2
EcoEnergy,E501,Molly Hooper,CALL-100231,CUST-3749,2026-07-10 07:38:37,2026-07-10 07:43:35,298,2026-07-10 07:38:37,Answered,Inbound,Hindi,Central,Billing,Resolved,32,246,20
EcoEnergy,E501,Molly Hooper,CALL-100232,CUST-9463,2026-07-16 15:13:56,2026-07-16 15:17:48,232,2026-07-16 15:13:56,Answered,Outbound,German,Central,Account Queries,Unresolved,24,125,83
CloudTech,Unknown,Unknown,CALL-100233,CUST-6679,2026-07-10 14:58:33,2026-07-10 14:58:48,15,2026-07-10 14:58:33,Missed,Inbound,English,South,Tech Support,Unresolved,0,0,0
DeltaFinance,D403,Leo Fitz,CALL-100234,CUST-1508,2026-07-21 11:48:00,2026-07-21 11:50:43,163,2026-07-21 11:48:00,Answered,Inbound,Hindi,North,General Sales,Resolved,53,107,3
AeroCorp,A101,Alice Smith,CALL-100235,CUST-5287,2026-07-02 15:28:08,2026-07-02 15:32:32,264,2026-07-02 15:28:08,Answered,Inbound,German,West,General Sales,Unresolved,57,169,38
AeroCorp,A101,Alice Smith,CALL-100236,CUST-7871,2026-07-03 10:35:31,2026-07-03 10:38:38,187,2026-07-03 10:35:31,Answered,Outbound,German,South,General Sales,Resolved,0,156,31
CloudTech,C301,George Clark,CALL-100237,CUST-4663,2026-07-19 14:32:48,2026-07-19 14:36:23,215,2026-07-19 14:32:48,Answered,Inbound,Spanish,East,Account Queries,Resolved,5,197,13
CloudTech,C303,Ian Malcolm,CALL-100238,CUST-5595,2026-07-10 15:30:03,2026-07-10 15:32:48,165,2026-07-10 15:30:03,Answered,Inbound,Spanish,South,General Sales,Escalated,25,133,7
DeltaFinance,D401,Jack Ryan,CALL-100239,CUST-1049,2026-07-17 02:52:10,2026-07-17 02:56:01,231,2026-07-17 02:52:10,Answered,Inbound,Spanish,Central,Tech Support,Unresolved,40,180,11
AeroCorp,A103,Charlie Brown,CALL-100240,CUST-6911,2026-07-05 05:29:46,2026-07-05 05:33:05,199,2026-07-05 05:29:46,Answered,Outbound,French,Central,Tech Support,Unresolved,23,146,30
BioHealth,B203,Fiona Gallagher,CALL-100241,CUST-4802,2026-07-10 17:07:25,2026-07-10 17:11:01,216,2026-07-10 17:07:25,Answered,Outbound,German,North,Billing,Escalated,1,200,15
AeroCorp,A103,Charlie Brown,CALL-100242,CUST-3195,2026-07-03 07:24:34,2026-07-03 07:27:56,202,2026-07-03 07:24:34,Answered,Inbound,Spanish,West,Tech Support,Resolved,16,185,1
DeltaFinance,D403,Leo Fitz,CALL-100243,CUST-6178,2026-07-20 05:01:29,2026-07-20 05:05:15,226,2026-07-20 05:01:29,Answered,Outbound,Spanish,North,Account Queries,Resolved,7,203,16
DeltaFinance,D402,Karen Page,CALL-100244,CUST-5396,2026-07-04 18:25:24,2026-07-04 18:28:48,204,2026-07-04 18:25:24,Answered,Outbound,German,North,Account Queries,Unresolved,20,167,17
DeltaFinance,D403,Leo Fitz,CALL-100245,CUST-2818,2026-07-17 11:18:00,2026-07-17 11:21:56,236,2026-07-17 11:18:00,Answered,Outbound,Hindi,North,Billing,Resolved,14,196,26
BioHealth,Unknown,Unknown,CALL-100246,CUST-1859,2026-07-20 14:24:27,2026-07-20 14:24:40,13,2026-07-20 14:24:27,Missed,Outbound,Hindi,East,General Sales,Unresolved,0,0,0
AeroCorp,A103,Charlie Brown,CALL-100247,CUST-4901,2026-07-09 07:19:44,2026-07-09 07:22:33,169,2026-07-09 07:19:44,Answered,Inbound,German,East,Billing,Resolved,31,132,6
BioHealth,B201,Diana Prince,CALL-100248,CUST-2014,2026-07-11 12:29:47,2026-07-11 12:32:25,158,2026-07-11 12:29:47,Answered,Outbound,Hindi,East,Billing,Resolved,7,138,13
CloudTech,C302,Hannah Abbott,CALL-100249,CUST-3912,2026-07-08 05:41:16,2026-07-08 05:41:45,29,2026-07-08 05:41:16,Dropped,Inbound,French,North,Account Queries,Unresolved,0,0,0
EcoEnergy,E501,Molly Hooper,CALL-100250,CUST-1062,2026-07-18 15:20:01,2026-07-18 15:22:02,121,2026-07-18 15:20:01,Answered,Inbound,Hindi,West,Billing,Escalated,18,83,20
CloudTech,C302,Hannah Abbott,CALL-100251,CUST-2637,2026-07-13 08:06:42,2026-07-13 08:08:08,86,2026-07-13 08:06:42,Answered,Outbound,English,South,Tech Support,Resolved,1,57,28
EcoEnergy,E501,Molly Hooper,CALL-100252,CUST-9468,2026-07-05 15:27:20,2026-07-05 15:32:07,287,2026-07-05 15:27:20,Answered,Outbound,Hindi,East,General Sales,Escalated,26,261,0
EcoEnergy,E503,Oliver Queen,CALL-100253,CUST-7972,2026-07-20 16:44:54,2026-07-20 16:48:22,208,2026-07-20 16:44:54,Answered,Outbound,English,South,Tech Support,Resolved,23,165,20
AeroCorp,A102,Bob Johnson,CALL-100254,CUST-2700,2026-07-19 15:38:21,2026-07-19 15:41:32,191,2026-07-19 15:38:21,Answered,Outbound,German,North,General Sales,Resolved,32,149,10
EcoEnergy,E502,Nathan Drake,CALL-100255,CUST-8081,2026-07-20 07:22:44,2026-07-20 07:24:24,100,2026-07-20 07:22:44,Answered,Inbound,English,North,Billing,Resolved,19,55,26
CloudTech,C302,Hannah Abbott,CALL-100256,CUST-9328,2026-07-10 12:50:35,2026-07-10 12:53:15,160,2026-07-10 12:50:35,Answered,Inbound,Spanish,West,Tech Support,Resolved,5,149,6
